"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-04-30,"Melrose Park","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",1770,1859,0.00540832882639264,0.0136314067611778,0.0379676158570631,2081
2019-04-30,"South Juanita","WA","Seattle-Tacoma-Bellevue","King County","Kirkland",1771,2275,-0.00655021834061135,-0.0164288802421098,0.0115606936416185,3561
2019-04-30,"Cedar Hills","FL","Jacksonville","Duval County","Jacksonville",1772,1057,0.00570884871550904,0.0163461538461538,0.0687563195146613,2641
2019-04-30,"South Central","NC","Raleigh","Wake County","Raleigh",1773,1240,0.0114192495921697,0.0197368421052632,0.0367892976588629,2021
2019-04-30,"Arrowhead","CA","Riverside-San Bernardino-Ontario","San Bernardino County","San Bernardino",1774,1604,0.0050125313283208,0.0164765525982256,0.0643662906436629,2281
2019-04-30,"Harford-Echodale - Perring Parkway","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",1775,1414,0.00426136363636364,0.00640569395017794,-0.0146341463414634,2006
2019-04-30,"Natomas Park","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",1776,2147,0.00280242877160206,0.00987770460959548,0.0392061955469506,2512
2019-04-30,"O'Neal","LA","Baton Rouge","East Baton Rouge Parish","Baton Rouge",1777,1473,-0.002708192281652,-0.00674308833445718,-0.0173448965977318,2095
2019-04-30,"Westville","CT","New Haven-Milford","New Haven County","New Haven",1778,1852,0.00162249864791779,0.00816548720740337,0.0439684329199549,2285
2019-04-30,"Thoroughgood","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",1779,1836,0.00327868852459016,0.0016366612111293,-0.00917431192660551,2914
2019-04-30,"Southwest Schuylkill","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1780,1134,0.00088261253309797,0.0134048257372654,0.0893371757925072,3624
